"Run 1: Time (s)","Run 1: Flow Rate (L/s)","Run 1: Volume (L)","Run 2: Time (s)","Run 2: Flow Rate (L/s)","Run 2: Volume (L)"
1.216691,-0.358840951158,0.329335894566,1.216691,-0.0601043715869,0.0171538926848
1.233358,-0.368362435765,0.335396043991,1.233358,-0.0702209489828,0.0182399587438
1.250025,-0.358840951158,0.341456193416,1.250025,-0.0702209489828,0.0194103313004
1.266692,-0.388000497769,0.347679996631,1.266692,-0.0797424335906,0.0206600511491
1.283359,-0.368362435765,0.353983147137,1.283359,-0.127944949418,0.0223908139554
1.300026,-0.378479013161,0.360206950352,1.300026,-0.157104496029,0.0247662735091
1.316693,-0.368362435765,0.366430753566,1.316693,-0.205902104644,0.0277913890158
1.33336,-0.368362435765,0.372570250283,1.33336,-0.22494507386,0.0313818539778
1.350027,-0.378479013161,0.378794053498,1.350027,-0.244583135864,0.0352946673136
1.366694,-0.368362435765,0.385017856713,1.366694,-0.273742682475,0.0396141355207
1.383361,-0.358840951158,0.391078006138,1.383361,-0.283264167083,0.0442559521015
1.400028,-0.34931946655,0.396979460978,1.400028,-0.33146668291,0.0493788116399
1.416695,-0.358840951158,0.402880915819,1.416695,-0.360626229522,0.0551463679257
1.433362,-0.358840951158,0.408861717952,1.433362,-0.380264291525,0.0613205790828
1.450029,-0.358840951158,0.414842520085,1.450029,-0.360626229522,0.0674947902399
1.466696,-0.358840951158,0.420823322218,1.466696,-0.351104744914,0.0734260003154
1.483363,-0.358840951158,0.426804124351,1.483363,-0.33146668291,0.0791142093092
1.50003,-0.358840951158,0.432784926484,1.50003,-0.33146668291,0.0846387645132
1.516697,-0.358840951158,0.438765728617,1.516697,-0.302307136299,0.0899203186356
1.533364,-0.368362435765,0.444825878042,1.533364,-0.254104620471,0.0945571760107
1.550031,-0.339797981942,0.450727332883,1.550031,-0.22494507386,0.0985493366384
1.566698,-0.34931946655,0.45647009314,1.566698,-0.186264042641,0.101976147811
1.583365,-0.339797981942,0.462212853397,1.583365,-0.176742558033,0.105001263317
1.600032,-0.34931946655,0.467955613654,1.600032,-0.176742558033,0.107947031532
1.616699,-0.34931946655,0.473777721203,1.616699,-0.195785527249,0.111051494331
1.633366,-0.34931946655,0.479599828752,1.633366,-0.22494507386,0.114557652795
1.650033,-0.34931946655,0.485421936301,1.650033,-0.254104620471,0.118549813423
1.6667,-0.358840951158,0.491323391142,1.6667,-0.312423713694,0.123270977296
1.683367,-0.358840951158,0.497304193275,1.683367,-0.351104744914,0.128800491706
1.700034,-0.368362435765,0.5033643427,1.700034,-0.380264291525,0.134895355571
1.716701,-0.378479013161,0.509588145914,1.716701,-0.399307260741,0.141391915101
1.733368,-0.358840951158,0.515732601837,1.733368,-0.408828745349,0.148126516508
1.750035,-0.339797981942,0.521554709386,1.750035,-0.389785776133,0.154781770623
1.766702,-0.339797981942,0.527218122351,1.766702,-0.389785776133,0.161278330154
1.783369,-0.34931946655,0.532960882608,1.783369,-0.399307260741,0.167854236977
1.800036,-0.34931946655,0.538782990157,1.800036,-0.408828745349,0.174588838383
1.816703,-0.378479013161,0.544848098788,1.816703,-0.428466807352,0.181566440872
1.83337,-0.388000497769,0.551235555792,1.83337,-0.43798829196,0.188787044442
1.850037,-0.388000497769,0.557702360088,1.850037,-0.43798829196,0.196086995304
1.866704,-0.388000497769,0.564169164385,1.866704,-0.457626353964,0.203550599956
1.883371,-0.397521982377,0.570715315973,1.883371,-0.47666932318,0.211336552981
1.900038,-0.407043466985,0.577420162145,1.900038,-0.505828869791,0.219524201672
1.916705,-0.417160044381,0.584288662107,1.916705,-0.554626478406,0.228361506317
1.933372,-0.426681528988,0.591320815859,1.933372,-0.554626478406,0.237605465832
1.950039,-0.407043466985,0.598268663113,1.950039,-0.554626478406,0.246849425348
1.966706,-0.388000497769,0.604894161993,1.966706,-0.554626478406,0.256093384863
1.983373,-0.31063843533,0.610716269542,1.983373,-0.564147963014,0.265416691671
2.00004,-0.174957279669,0.614762981433,2.00004,-0.564147963014,0.274819345771
2.016707,-0.000595092787989,0.616225947129,2.016707,-0.564147963014,0.28422199987
2.033374,0.173767094093,0.614782818256,2.033374,-0.593307509625,0.293867655051
2.050041,0.318969734362,0.610676595896,2.050041,-0.583786025018,0.303676964022
2.066708,0.415969858805,0.604551976796,2.066708,-0.573669447622,0.313322619203
2.083375,0.493331921243,0.596974310412,2.083375,-0.564147963014,0.322804620595
2.100042,0.503448498639,0.588667640783,2.100042,-0.554626478406,0.332127927403
2.116709,0.580810561078,0.579631967909,2.116709,-0.554626478406,0.341371886918
2.133376,0.590332045685,0.569872250996,2.133376,-0.564147963014,0.350695193726
2.150043,0.600448623081,0.559948880293,2.150043,-0.583786025018,0.360261501615
2.16671,0.57128907647,0.550184204173,2.16671,-0.564147963014,0.369827809504
2.183377,0.600448623081,0.540419528054,2.183377,-0.564147963014,0.379230463604
2.200044,0.590332045685,0.530496157351,2.200044,-0.564147963014,0.388633117703
2.216711,0.57128907647,0.52081578773,2.216711,-0.554626478406,0.397956424511
2.233378,0.551651014466,0.511457766482,2.233378,-0.54450990101,0.407116077529
2.250045,0.542129529858,0.502342746316,2.250045,-0.54450990101,0.416191424049
2.266712,0.522491467855,0.493470727231,2.266712,-0.515945447187,0.425028728693
2.283379,0.503448498639,0.48492105652,2.283379,-0.505828869791,0.433543684964
2.300046,0.503448498639,0.476530080394,2.300046,-0.505828869791,0.441974334737
2.316713,0.503448498639,0.468139104267,2.316713,-0.505828869791,0.450404984509
2.33338,0.493331921243,0.459832434638,2.33338,-0.486785900575,0.458676939698
2.350047,0.46476746742,0.451848113382,2.350047,-0.496307385183,0.466869547595
2.366714,0.46476746742,0.444101834003,2.366714,-0.486785900575,0.475062155492
2.383381,0.454650890024,0.436439861121,2.383381,-0.467147838572,0.483011762307
2.400048,0.445129405416,0.428941542029,2.400048,-0.467147838572,0.490797715333
2.416715,0.454650890024,0.421443222937,2.416715,-0.467147838572,0.498583668358
2.433382,0.454650890024,0.413865556553,2.433382,-0.486785900575,0.506533275173
2.450049,0.46476746742,0.406203583671,2.450049,-0.486785900575,0.514646535778
2.466716,0.445129405416,0.398620958081,2.466716,-0.467147838572,0.522596142593
2.483383,0.454650890024,0.391122638989,2.483383,-0.43798829196,0.530139094537
2.50005,0.4260864362,0.383783014481,2.50005,-0.448104869356,0.537523351897
2.516717,0.396926889589,0.376924432931,2.516717,-0.448104869356,0.544991915754
2.533384,0.386810312193,0.37039315896,2.533384,-0.467147838572,0.552619174196
2.550051,0.377288827585,0.364025538778,2.550051,-0.496307385183,0.560648128303
2.566718,0.377288827585,0.357737265889,2.566718,-0.505828869791,0.568999430784
2.583385,0.348129280974,0.351691994081,2.583385,-0.496307385183,0.577350733265
2.600052,0.348129280974,0.345889723355,2.600052,-0.534988416402,0.585945036827
2.616719,0.348129280974,0.340087452629,2.616719,-0.515945447187,0.59470299418
2.633386,0.338607796366,0.334364529195,2.633386,-0.496307385183,0.603138603158
2.650053,0.338607796366,0.328720953053,2.650053,-0.467147838572,0.611167557265
2.66672,0.329086311758,0.323156724203,2.66672,-0.448104869356,0.618794815707
2.683387,0.318969734362,0.317756149143,2.683387,-0.428466807352,0.626099725775
2.700054,0.309448249754,0.312519227872,2.700054,-0.399307260741,0.632997980971
2.716721,0.309448249754,0.307361653894,2.716721,-0.380264291525,0.639494540502
2.733388,0.299926765147,0.302283427207,2.733388,-0.380264291525,0.645832405449
2.750055,0.290405280539,0.297363895104,2.750055,-0.360626229522,0.652006616606
2.766722,0.270767218535,0.292687364083,2.766722,-0.351104744914,0.657937826681
2.783389,0.290405280539,0.288010833062,2.783389,-0.302307136299,0.663383034593
2.800056,0.270767218535,0.283334302041,2.800056,-0.283264167083,0.66826289305
2.816723,0.280288703143,0.278742077518,2.816723,-0.292785651691,0.673063404215
2.83339,0.270767218535,0.274149852994,2.83339,-0.292785651691,0.677943262672
2.850057,0.280288703143,0.269557628471,2.850057,-0.321945198302,0.68306612221
2.866724,0.299926765147,0.264722402866,2.866724,-0.321945198302,0.68843198283
2.883391,0.280288703143,0.259887177261,2.883391,-0.273742682475,0.693396147785
2.900058,0.280288703143,0.255215605446,2.900058,-0.263626105079,0.697874310576
2.916725,0.270767218535,0.250623380923,2.916725,-0.244583135864,0.702109472285
2.933392,0.261245733927,0.246189850983,2.933392,-0.244583135864,0.706185939411
2.950059,0.270767218535,0.241756321044,2.950059,-0.244583135864,0.710262406536
2.966726,0.280288703143,0.237164096521,2.966726,-0.215423589252,0.71409587258
2.983393,0.290405280539,0.232408218208,2.983393,-0.205902104644,0.71760699025
3.00006,0.299926765147,0.227488686105,3.00006,-0.234466558468,0.721276802504
3.016727,0.299926765147,0.22248980671,3.016727,-0.244583135864,0.725268963132
3.033394,0.299926765147,0.217490927315,3.033394,-0.254104620471,0.729424777549
3.050061,0.299926765147,0.212492047921,3.050061,-0.215423589252,0.733337590885
3.066728,0.299926765147,0.207493168526,3.066728,-0.205902104644,0.736848708555
3.083395,0.299926765147,0.202494289131,3.083395,-0.195785527249,0.740196172435
3.100062,0.290405280539,0.197574757029,3.100062,-0.167221073425,0.743221287942
3.116729,0.270767218535,0.192898226008,3.116729,-0.127944949418,0.745681053993
3.133396,0.261245733927,0.188464696068,3.133396,-0.0797424335906,0.7474118168
3.150063,0.261245733927,0.184110513421,3.150063,-0.0119018557598,0.748175534485
3.16673,0.261245733927,0.179756330773,3.16673,0.0172576908517,0.748130901633
3.183397,0.280288703143,0.175243453542,3.183397,0.0363006600674,0.747684573116
3.200064,0.270767218535,0.170651229019,3.200064,0.0654602066788,0.746836548933
3.216731,0.290405280539,0.165974697998,3.216731,0.114257815294,0.745338868797
3.233398,0.280288703143,0.161218819685,3.233398,0.152938846513,0.743112185415
3.250065,0.261245733927,0.156705942453,3.250065,0.162460331121,0.740483806369
3.266732,0.270767218535,0.152272412514,3.266732,0.171981815729,0.737696732738
3.283399,0.270767218535,0.147759535283,3.283399,0.182098393125,0.734746005317
3.300066,0.270767218535,0.143246658051,3.300066,0.171981815729,0.731795277897
3.316733,0.290405280539,0.13857012703,3.316733,0.191619877733,0.728765203184
3.3334,0.270767218535,0.133893596009,3.3334,0.162460331121,0.725814475764
3.350067,0.261245733927,0.12946006607,3.350067,0.13330078451,0.723349750507
3.366734,0.280288703143,0.124947188839,3.366734,0.114257815294,0.721286720915
3.383401,0.280288703143,0.120275617023,3.383401,0.13330078451,0.719223691324
3.400068,0.280288703143,0.115604045208,3.400068,0.152938846513,0.716838313359
3.416735,0.290405280539,0.110848166895,3.416735,0.182098393125,0.714046280522
3.433402,0.290405280539,0.106007982084,3.433402,0.171981815729,0.711095553102
3.450069,0.290405280539,0.101167797274,3.450069,0.162460331121,0.708308479471
3.466736,0.290405280539,0.0963276124629,3.466736,0.152938846513,0.705680100424
3.483403,0.299926765147,0.0914080803602,3.483403,0.162460331121,0.703051721377
3.50007,0.299926765147,0.0864092009655,3.50007,0.162460331121,0.700343995039
3.516737,0.309448249754,0.0813309742788,3.516737,0.191619877733,0.697393267618
3.533404,0.299926765147,0.0762527475922,3.533404,0.230300908952,0.693877190742
3.550071,0.299926765147,0.0712538681975,3.550071,0.259460455563,0.689795764411
3.566738,0.309448249754,0.0661756415108,3.566738,0.268981940171,0.685391989706
3.583405,0.309448249754,0.0610180675321,3.583405,0.278503424779,0.680829520417
3.600072,0.318969734362,0.0557811462615,3.600072,0.288620002175,0.676103397339
3.616739,0.318969734362,0.0504648776989,3.616739,0.268981940171,0.671456621552
3.633406,0.318969734362,0.0451486091363,3.633406,0.288620002175,0.666809845766
3.650073,0.309448249754,0.0399116878656,3.650073,0.278503424779,0.662083722687
3.66674,0.309448249754,0.034754113887,3.66674,0.259460455563,0.65760060069
3.683407,0.309448249754,0.0295965399083,3.683407,0.259460455563,0.653276173278
3.700074,0.299926765147,0.0245183132216,3.700074,0.268981940171,0.648872398573
3.716741,0.299926765147,0.0195194338269,3.716741,0.259460455563,0.644468623868
3.733408,0.299926765147,0.0145205544322,3.733408,0.249343878168,0.640228502953
3.750075,0.299926765147,0.00952167503752,3.750075,0.249343878168,0.636072688535
3.766742,0.290405280539,0.0046021429348,3.766742,0.23982239356,0.63199622141
3.783409,0.280288703143,-0.00015373537821,3.783409,0.259460455563,0.627835447787
3.800076,0.270767218535,-0.00474595990152,3.800076,0.278503424779,0.62335232579
3.816743,0.270767218535,-0.00925883713284,3.816743,0.298141486783,0.618546855419
3.83341,0.261245733927,-0.0136923670722,3.83341,0.307662971391,0.613498383967
3.850077,0.261245733927,-0.0180465497196,3.850077,0.307662971391,0.608370565223
3.866744,0.241607671924,-0.0222370785772,3.866744,0.317184455998,0.603163399187
3.883411,0.251129156532,-0.0263433009371,3.883411,0.317184455998,0.597876885859
3.900078,0.222564702708,-0.0302908287131,3.900078,0.317184455998,0.592590372531
3.916745,0.212448125312,-0.0339160081154,3.916745,0.317184455998,0.587303859202
3.933412,0.193405156097,-0.037298186436,3.933412,0.298141486783,0.582176040458
3.950079,0.173767094093,-0.040358016383,3.950079,0.298141486783,0.577206916298
3.966746,0.135086062874,-0.0429318441666,3.966746,0.298141486783,0.572237792138
3.983413,0.0868835470465,-0.0447816279108,3.983413,0.268981940171,0.567511669059
4.00008,0.0380859384313,-0.0458230611181,4.00008,0.259460455563,0.563107894355
4.016747,-0.0297546393995,-0.0458924899986,4.016747,0.249343878168,0.558867773439
4.033414,-0.116638186446,-0.0446725253844,4.033414,0.23982239356,0.554791306314
4.050081,-0.174957279669,-0.0422425145675,4.050081,0.23982239356,0.55079418648
4.066748,-0.223159795496,-0.0389248059216,4.066748,0.230300908952,0.546876413939
4.083415,-0.252319342108,-0.0349624005284,4.083415,0.230300908952,0.543037988689
4.100082,-0.300521857935,-0.0303552983879,4.100082,0.23982239356,0.539120216148
4.116749,-0.291000373327,-0.0254258478736,4.116749,0.249343878168,0.535043749023
4.133416,-0.31063843533,-0.0204120908617,4.133416,0.23982239356,0.530967281897
4.150083,-0.300521857935,-0.0153189865578,4.150083,0.23982239356,0.526970162064
4.16675,-0.300521857935,-0.0103101887516,4.16675,0.23982239356,0.52297304223
4.183417,-0.320159919938,-0.00513773715566,4.183417,0.230300908952,0.519055269689
4.200084,-0.291000373327,-4.46328517387E-05,4.200084,0.23982239356,0.515137497147
4.216751,-0.300521857935,0.00488481766248,4.216751,0.23982239356,0.511140377314
4.233418,-0.271957404111,0.00965557359274,4.233418,0.220779424344,0.507301952064
4.250085,-0.271957404111,0.0141882876471,4.250085,0.220779424344,0.503622221399
4.266752,-0.2427978575,0.0184780006197,4.266752,0.230300908952,0.499863143441
4.283419,-0.223159795496,0.0223610587209,4.283419,0.220779424344,0.496104065484
4.300086,-0.223159795496,0.0260804630325,4.300086,0.220779424344,0.492424334818
4.316753,-0.223159795496,0.029799867344,4.316753,0.230300908952,0.488665256861
4.33342,-0.223159795496,0.0335192716555,4.33342,0.23982239356,0.484747484319
4.350087,-0.232681280104,0.037318023259,4.350087,0.23982239356,0.480750364486
4.366754,-0.252319342108,0.0413597759442,4.366754,0.230300908952,0.476832591944
4.383421,-0.261840826715,0.0456445297111,4.383421,0.220779424344,0.473073513987
4.400088,-0.300521857935,0.0503309791437,4.400088,0.210662846948,0.469478089819
4.416755,-0.320159919938,0.0555034307396,4.416755,0.210662846948,0.465966972149
4.433422,-0.320159919938,0.0608395361252,4.433422,0.20114136234,0.462535201771
4.450089,-0.329681404546,0.0662549888028,4.450089,0.20114136234,0.459182778684
4.466756,-0.358840951158,0.071992789854,4.466756,0.191619877733,0.45590970289
4.483423,-0.378479013161,0.0781372457767,4.483423,0.191619877733,0.452715974388
4.50009,-0.417160044381,0.0847677038627,4.50009,0.191619877733,0.449522245886
4.516757,-0.465362560208,0.092122205988,4.516757,0.20114136234,0.446249170092
4.533424,-0.474884044816,0.099957751071,4.533424,0.210662846948,0.442817399714
4.550091,-0.514160168823,0.108199951025,4.550091,0.220779424344,0.439221975546
4.566758,-0.533203138039,0.116928153143,4.566758,0.220779424344,0.43554224488
4.583425,-0.56236268465,0.126058050926,4.583425,0.230300908952,0.431783166923
4.600092,-0.571884169258,0.135510297083,4.600092,0.220779424344,0.428024088965
4.616759,-0.582000746654,0.14512619703,4.616759,0.220779424344,0.4243443583
4.633426,-0.582000746654,0.154826403475,4.633426,0.230300908952,0.420585280342
4.650093,-0.582000746654,0.164526609919,4.650093,0.230300908952,0.416746855093
4.66676,-0.591522231261,0.174306163656,4.66676,0.23982239356,0.412829082551
4.683427,-0.610565200477,0.184323759268,4.683427,0.230300908952,0.40891131001
4.700094,-0.620681777873,0.194584355962,4.700094,0.230300908952,0.40507288476
4.716761,-0.630203262481,0.205008606446,4.716761,0.230300908952,0.401234459511
4.733428,-0.659362809092,0.215755205303,4.733428,0.220779424344,0.397475381553
4.750095,-0.6688842937,0.226824152534,4.750095,0.220779424344,0.393795650888
4.766762,-0.688522355704,0.238136100847,4.766762,0.210662846948,0.39020022672
4.783429,-0.6688842937,0.24944804916,4.783429,0.210662846948,0.38668910905
4.800096,-0.6688842937,0.260596343683,4.800096,0.210662846948,0.38317799138
4.816763,-0.6688842937,0.271744638206,4.816763,0.210662846948,0.37966687371
4.83343,-0.6688842937,0.282892932729,4.83343,0.210662846948,0.37615575604
4.850097,-0.6688842937,0.294041227253,4.850097,0.220779424344,0.372560331872
4.866764,-0.639724747089,0.304946520694,4.866764,0.220779424344,0.368880601206
4.883431,-0.630203262481,0.315529465762,4.883431,0.220779424344,0.365200870541
4.900098,-0.630203262481,0.326033063537,4.900098,0.220779424344,0.361521139875
4.916765,-0.630203262481,0.336536661313,4.916765,0.210662846948,0.357925715707
4.933432,-0.630203262481,0.347040259089,4.933432,0.220779424344,0.35433029154
4.950099,-0.630203262481,0.357543856865,4.950099,0.220779424344,0.350650560874
4.966766,-0.630203262481,0.36804745464,4.966766,0.220779424344,0.346970830208
4.983433,-0.620681777873,0.378471705124,4.983433,0.220779424344,0.343291099543
5.0001,-0.610565200477,0.388732301818,5.0001,0.220779424344,0.339611368877
5.016767,-0.630203262481,0.399072245804,5.016767,0.191619877733,0.336174639294
5.033434,-0.620681777873,0.409496496288,5.033434,0.20114136234,0.332901563499
5.050101,-0.582000746654,0.419519051106,5.050101,0.210662846948,0.329469793121
5.066768,-0.552841200042,0.428976256469,5.066768,0.210662846948,0.325958675451
5.083435,-0.552841200042,0.43819046075,5.083435,0.20114136234,0.322526905073
5.100102,-0.542724622646,0.447320358534,5.100102,0.210662846948,0.319095134695
5.116769,-0.504043591427,0.456043601446,5.116769,0.191619877733,0.315742711609
5.133436,-0.514160168823,0.464528802482,5.133436,0.20114136234,0.312469635815
5.150103,-0.474884044816,0.472771002436,5.150103,0.210662846948,0.309037865437
5.16677,-0.474884044816,0.480685894811,5.16677,0.210662846948,0.305526747767
5.183437,-0.474884044816,0.488600787186,5.183437,0.210662846948,0.302015630096
5.200104,-0.474884044816,0.496515679561,5.200104,0.20114136234,0.298583859718
5.216771,-0.485000622211,0.504514878433,5.216771,0.182098393125,0.295390131216
5.233438,-0.474884044816,0.512514077306,5.233438,0.182098393125,0.292355097298
5.250105,-0.465362560208,0.520349622389,5.250105,0.162460331121,0.289483717169
5.266772,-0.4558410756,0.528026472888,5.266772,0.162460331121,0.286775990831
5.283439,-0.436203013596,0.535460322305,5.283439,0.162460331121,0.284068264492
5.300106,-0.436203013596,0.542730517933,5.300106,0.162460331121,0.281360538153
5.316773,-0.436203013596,0.550000713561,5.316773,0.171981815729,0.278573464522
5.33344,-0.407043466985,0.557027908107,5.33344,0.191619877733,0.27554338981
5.350107,-0.358840951158,0.563410405905,5.350107,0.220779424344,0.272106660226
5.366774,-0.329681404546,0.569148206956,5.366774,0.220779424344,0.26842692956
5.383441,-0.281478888719,0.57424131126,5.383441,0.220779424344,0.264747198895
5.400108,-0.232681280104,0.578526065027,5.400108,0.220779424344,0.261067468229
5.416775,-0.20411682628,0.582166122047,5.416775,0.220779424344,0.257387737564
5.433442,-0.165435795061,0.585245788817,5.433442,0.220779424344,0.253708006898
5.450109,-0.0779571552266,0.587274103968,5.450109,0.220779424344,0.250028276233
5.466776,0.0482025158271,0.587522064255,5.466776,0.23982239356,0.246189850983
5.483443,0.154724124877,0.585830975095,5.483443,0.230300908952,0.242272078442
5.50011,0.261245733927,0.582364490277,5.50011,0.230300908952,0.238433653192
5.516777,0.329086311758,0.577444958174,5.516777,0.230300908952,0.234595227943
5.533444,0.386810312193,0.571479033658,5.533444,0.230300908952,0.230756802693
5.550111,0.445129405416,0.564546064022,5.550111,0.220779424344,0.226997724736
5.566778,0.454650890024,0.55704774493,5.566778,0.220779424344,0.22331799407
5.583445,0.532608045251,0.548820422592,5.583445,0.220779424344,0.219638263405
5.600112,0.580810561078,0.539541748637,5.600112,0.220779424344,0.215958532739
5.616779,0.658172623516,0.529216682268,5.616779,0.220779424344,0.212278802074
5.633446,0.696853654736,0.517924570778,5.633446,0.220779424344,0.208599071408
5.650113,0.706970232131,0.506225804417,5.650113,0.210662846948,0.20500364724
5.66678,0.706970232131,0.494442731558,5.66678,0.220779424344,0.201408223072
5.683447,0.726013201347,0.482500964115,5.683447,0.210662846948,0.197812798905
5.700114,0.755172747959,0.470157501006,5.700114,0.210662846948,0.194301681234
