,0,1
0,10.032781793766603,-0.5570749636799626
1,10.049125063043881,-0.5605103989906111
2,10.067043844851908,-0.5582637201614356
3,10.08660306779742,-0.5501007610101878
4,10.106680394524732,-0.5400692512971283
5,10.126476805645106,-0.5310508687481774
6,10.14614335955468,-0.5225008185540854
7,10.165874842068316,-0.5137166021873818
8,10.18552019479789,-0.5052430144284061
9,10.205295404740935,-0.49630109430493485
10,10.225609919645782,-0.4854141611845355
11,10.246355083476287,-0.47297408500622407
12,10.267358636661655,-0.45960212299509307
13,10.288685507811287,-0.4450641089592575
14,10.310358223171924,-0.4292788015867024
15,10.332139594571379,-0.41310162426549457
16,10.354093225538957,-0.3963031897288314
17,10.376370174470805,-0.3783387031674641
18,10.398798181793449,-0.35982942181612065
19,10.421528305900363,-0.3402305508751895
20,10.444883864755813,-0.31837603831996564
21,10.468369280824733,-0.2960531934002466
22,10.491185534715711,-0.2761436938515871
23,10.513223970395272,-0.25903940960336813
24,10.534723101113034,-0.24388013835207722
25,10.555963842478604,-0.22965275292396958
26,10.577032324270707,-0.21604662473059033
27,10.598014676278744,-0.20275112514493854
28,10.619213015284314,-0.18867666458706367
29,10.640778399683564,-0.17327844824771654
30,10.662300056653402,-0.15803793566513713
31,10.683217480054706,-0.1449766022617336
32,10.703337209139347,-0.1347921676880781
33,10.722831503475453,-0.1268633747287149
34,10.741786492852425,-0.120879594756643
35,10.760007391442048,-0.11754332634751608
36,10.777840043466012,-0.11560727612606847
37,10.796234526701186,-0.11164497158604103
38,10.815103386291426,-0.10597182023133334
39,10.833712531454724,-0.10123533360561732
40,10.852105689615145,-0.09727780797139873
41,10.870498847778238,-0.09332028232754341
42,10.888935733368065,-0.08920505293655623
43,10.907135430783034,-0.08594524694327221
44,10.924795823236199,-0.0846304539469167
45,10.942305157295898,-0.08386045575017365
46,10.95998675092639,-0.08246920032833849
47,10.977712071986293,-0.08092024114973517
48,10.99533006208213,-0.07975837301397526
49,11.012365019789431,-0.08069922162227572
50,11.028191510356987,-0.08599842859856377
51,11.04278833261014,-0.0957324563586841
52,11.057299025076562,-0.10577711273616863
53,11.072133035504576,-0.1146557170985858
54,11.086729857757732,-0.12438974485870569
55,11.10139160861762,-0.1338896064365782
56,11.116678794223374,-0.14113382640979477
57,11.13278620039787,-0.14541990622197476
58,11.149216924533961,-0.14853993401908783
59,11.165238200924396,-0.15313664243899616
60,11.180785100959762,-0.1594441976735843
61,11.19615841634958,-0.16637778903907297
62,11.211401874525926,-0.17377971276905724
63,11.226581729170288,-0.18141102377548135
64,11.24221475898972,-0.18740795040234248
65,11.258903872483344,-0.1895960923569988
66,11.276455608897695,-0.18867316930929512
67,11.293856286921248,-0.18829504105156802
68,11.310373140844076,-0.191104440231316
69,11.326048573020833,-0.19694844199758066
70,11.341205901410444,-0.20466099434492957
71,11.356363229802728,-0.21237354668264175
72,11.372124791763548,-0.2179069198411785
73,11.389094820861443,-0.2190819346413626
74,11.407359446883145,-0.21558796246583167
75,11.426400566044183,-0.20929355388603188
76,11.445592743596018,-0.20245435051625638
77,11.464547732972992,-0.19647057054418493
78,11.48315687813362,-0.1917340839281052
79,11.50103325758699,-0.18964032994988944
80,11.5180907415437,-0.19049993723653813
81,11.53484610871614,-0.1924491341127741
82,11.551557748459174,-0.1945560347457791
83,11.567902342811204,-0.19798669115061918
84,11.583470444023897,-0.20421778395972767
85,11.598002337667644,-0.2141859779117321
86,11.611520549997195,-0.22781003166570812
87,11.624737970614559,-0.24251889611310107
88,11.63827870919619,-0.256061708535789
89,11.651970506168619,-0.26905972616850127
90,11.665834562711845,-0.2814364865761214
91,11.680603644533125,-0.29054925712078594
92,11.696365206493946,-0.29608263027932225
93,11.712407684061706,-0.30060287627375093
94,11.728170571094607,-0.30613147053611556
95,11.7431993673455,-0.3143075763421517
96,11.75745034538498,-0.3252888974486279
