"Run 1: Time (s)","Run 1: Flow Rate (L/s)","Run 1: Volume (L)","Run 2: Time (s)","Run 2: Flow Rate (L/s)","Run 2: Volume (L)","Run 3: Time (s)","Run 3: Flow Rate (L/s)","Run 3: Volume (L)"
0.50001,-0.0975952172303,0.0426789246734,0.50001,-0.00238037115196,-0.00250935810885,0.50001,0.232086616379,-0.0200949162296
0.516677,-0.145797733057,0.0447072398246,0.516677,-0.00238037115196,-0.00246968446286,0.516677,0.212448554375,-0.0237994500751
0.533344,-0.194000248885,0.0475389463071,0.533344,0.00773620624386,-0.0025143173146,0.533344,0.173767523156,-0.0270179817572
0.550011,-0.223159795496,0.051015349537,0.550011,0.00773620624386,-0.00264325666406,0.550011,0.202927069768,-0.0301571661474
0.566678,-0.271957404111,0.0551414087199,0.566678,-0.00238037115196,-0.0026878895158,0.566678,0.251129585595,-0.0339410472848
0.583345,-0.300521857935,0.0599121646502,0.583345,0.00773620624386,-0.00273252236754,0.583345,0.260651070203,-0.0382059713799
0.600012,-0.358840951158,0.0654069646197,0.600012,0.00773620624386,-0.00286146171701,0.600012,0.232086616379,-0.0423122008911
0.616679,-0.378479013161,0.0715514205424,0.616679,0.00773620624386,-0.00299040106647,0.616679,0.173767523156,-0.0456943863629
0.633346,-0.397521982377,0.0780182248387,0.633346,-0.00238037115196,-0.00303503391821,0.633346,0.135086491937,-0.0482682212976
0.650013,-0.426681528988,0.0848867248007,0.650013,-0.00238037115196,-0.00299536027222,0.650013,0.0862888833217,-0.0501130529874
0.66668,-0.436203013596,0.0920775731363,0.66668,-0.00238037115196,-0.00295568662623,0.66668,0.0476078521024,-0.051228881432
0.683347,-0.465362560208,0.0995907698456,0.683347,-0.00238037115196,-0.00291601298024,0.683347,0.0184483054909,-0.0517793604213
0.700014,-0.465362560208,0.107346967637,0.700014,-0.0119018557598,-0.00279699204227,0.700014,-0.0202327257284,-0.0517644899553
0.716681,-0.474884044816,0.11518251272,0.716681,-0.0119018557598,-0.00259862381232,0.716681,-0.0392756949441,-0.0512685765316
0.733348,-0.485000622211,0.123181711592,0.733348,-0.0119018557598,-0.00240025558238,0.733348,-0.0589137569477,-0.0504503147343
0.750015,-0.485000622211,0.131265216963,0.750015,-0.0214233403676,-0.00212254006045,0.750015,-0.136275819386,-0.0488237023999
0.766682,-0.504043591427,0.139507416917,0.766682,-0.0315399177634,-0.00168117074881,0.766682,-0.233275943829,-0.0457440427811
0.783349,-0.485000622211,0.147749616871,0.783349,-0.0410614023713,-0.00107614764747,0.783349,-0.291595037052,-0.041370030462
0.800016,-0.474884044816,0.155748815744,0.800016,-0.0410614023713,-0.000391777254148,0.800016,-0.252318913044,-0.0368373235588
0.816683,-0.465362560208,0.163584360827,0.816683,-0.0505828869791,0.000371940431153,0.816683,-0.15591388139,-0.0334353155664
0.83335,-0.465362560208,0.171340558618,0.83335,-0.0505828869791,0.00121500540843,0.83335,-0.145797303994,-0.030921005403
0.850017,-0.465362560208,0.179096756409,0.850017,-0.0601043715869,0.00213741767769,0.850017,-0.242797428436,-0.0276826512003
0.866684,-0.465362560208,0.1868529542,0.866684,-0.0601043715869,0.00313917723893,0.866684,-0.417159615317,-0.0221828991762
0.883351,-0.4558410756,0.194529804699,0.883351,-0.0505828869791,0.00406158950819,0.883351,-0.668883864637,-0.013132355836
0.900018,-0.4558410756,0.202127307906,0.900018,-0.0505828869791,0.00490465448547,0.900018,-0.814681597694,-0.000769063055671
0.916685,-0.426681528988,0.209481810031,0.916685,-0.0505828869791,0.00574771946275,0.916685,-0.882522175525,0.0133745845884
0.933352,-0.436203013596,0.216672658367,0.933352,-0.0505828869791,0.00659078444004,0.933352,-0.959884237964,0.0287282784353
0.950019,-0.426681528988,0.223863506703,0.950019,-0.0505828869791,0.00743384941732,0.950019,-0.989043784575,0.0449696701111
0.966686,-0.417160044381,0.230895660454,0.966686,-0.0505828869791,0.0082769143946,0.966686,-0.978927207179,0.0613697563709
0.983353,-0.417160044381,0.237848466914,0.983353,-0.0410614023713,0.0090406320799,0.983353,-1.00808675379,0.0779285372146
1.00002,-0.407043466985,0.244716966876,1.00002,-0.0410614023713,0.00972500247322,1.00002,-1.22112997189,0.0965057147981
1.016687,-0.417160044381,0.251585466838,1.016687,-0.0214233403676,0.0102457190768,1.016687,-1.24076803389,0.117021941829
1.033354,-0.397521982377,0.258374619508,1.033354,-0.0214233403676,0.0106027818907,1.033354,-1.13424642484,0.136814124821
1.050021,-0.397521982377,0.265000118388,1.050021,-0.0315399177634,0.0110441512024,1.050021,-0.94024617596,0.15410190891
1.066688,-0.388000497769,0.271546269976,1.066688,-0.0214233403676,0.011485520514,1.066688,-0.83372456691,0.168885294096
1.083355,-0.397521982377,0.278092421565,1.083355,-0.0315399177634,0.0119268898256,1.083355,-0.717681473252,0.181813936331
1.100022,-0.407043466985,0.284797267737,1.100022,-0.0214233403676,0.0123682591373,1.100022,-0.543319286371,0.192322486162
1.116689,-0.397521982377,0.291502113909,1.116689,-0.0315399177634,0.0128096284489,1.116689,-0.378478584098,0.200004288715
1.133356,-0.388000497769,0.298048265497,1.133356,-0.0315399177634,0.0133353042583,1.133356,-0.301116521659,0.205667694529
1.150023,-0.388000497769,0.304515069794,1.150023,-0.0315399177634,0.0138609800676,1.150023,-0.358840522094,0.211167446553
1.16669,-0.378479013161,0.310902526798,1.16669,-0.0505828869791,0.014545350461,1.16669,-0.533797801763,0.218606248025
1.183357,-0.378479013161,0.31721063651,1.183357,-0.0505828869791,0.0153884154382,1.183357,-0.765883989079,0.229437146229
1.200024,-0.358840951158,0.323355092433,1.200024,-0.0505828869791,0.0162314804155,1.200024,-0.853362628914,0.24293113792
1.216691,-0.358840951158,0.329335894566,1.216691,-0.0601043715869,0.0171538926848,1.216691,-0.862884113521,0.257233480148
1.233358,-0.368362435765,0.335396043991,1.233358,-0.0702209489828,0.0182399587438,1.233358,-0.862884113521,0.271615169668
1.250025,-0.358840951158,0.341456193416,1.250025,-0.0702209489828,0.0194103313005,1.250025,-0.901565144741,0.286319207562
1.266692,-0.388000497769,0.347679996631,1.266692,-0.0797424335906,0.0206600511491,1.266692,-1.06640584701,0.302719293822
1.283359,-0.368362435765,0.353983147137,1.283359,-0.127944949418,0.0223908139554,1.283359,-1.26992758051,0.32218912844
1.300026,-0.378479013161,0.360206950352,1.300026,-0.157104496029,0.0247662735091,1.300026,-1.38597067416,0.344322056545
1.316693,-0.368362435765,0.366430753566,1.316693,-0.205902104644,0.0277913890158,1.316693,-1.31813009633,0.366856680316
1.33336,-0.368362435765,0.372570250283,1.33336,-0.22494507386,0.0313818539778,1.33336,-1.15328939406,0.387452254639
1.350027,-0.378479013161,0.378794053498,1.350027,-0.244583135864,0.0352946673136,1.350027,-0.978927207179,0.405221081686
1.366694,-0.368362435765,0.385017856713,1.366694,-0.273742682475,0.0396141355207,1.366694,-0.804565020298,0.420083814163
1.383361,-0.358840951158,0.391078006138,1.383361,-0.283264167083,0.0442559521015,1.383361,-0.717681473252,0.432769455317
1.400028,-0.34931946655,0.396979460978,1.400028,-0.33146668291,0.0493788116399,1.400028,-0.640319410813,0.444086355685
1.416695,-0.358840951158,0.402880915819,1.416695,-0.360626229522,0.0551463679257,1.416695,-0.611159864202,0.454515558223
1.433362,-0.358840951158,0.408861717952,1.433362,-0.380264291525,0.0613205790828,1.433362,-0.640319410813,0.464944760761
1.450029,-0.358840951158,0.414842520085,1.450029,-0.360626229522,0.0674947902399,1.450029,-0.717681473252,0.476261661129
1.466696,-0.358840951158,0.420823322218,1.466696,-0.351104744914,0.0734260003154,1.466696,-0.746841019863,0.488466259325
1.483363,-0.358840951158,0.426804124351,1.483363,-0.33146668291,0.0791142093092,1.483363,-0.611159864202,0.499783159692
1.50003,-0.358840951158,0.432784926484,1.50003,-0.33146668291,0.0846387645132,1.50003,-0.58200031759,0.509726360067
1.516697,-0.358840951158,0.438765728617,1.516697,-0.302307136299,0.0899203186356,1.516697,-0.649840895421,0.519991908816
1.533364,-0.368362435765,0.444825878042,1.533364,-0.254104620471,0.0945571760106,1.533364,-0.591521802198,0.530336804857
1.550031,-0.339797981942,0.450727332883,1.550031,-0.22494507386,0.0985493366384,1.550031,-0.417159615317,0.538742651449
1.566698,-0.34931946655,0.45647009314,1.566698,-0.186264042641,0.101976147811,1.566698,-0.572478832983,0.546989803458
1.583365,-0.339797981942,0.462212853397,1.583365,-0.176742558033,0.105001263317,1.583365,-0.921203206744,0.559437402736
1.600032,-0.34931946655,0.467955613654,1.600032,-0.176742558033,0.107947031532,1.600032,-1.0372463004,0.575758141704
1.616699,-0.34931946655,0.473777721203,1.616699,-0.195785527249,0.111051494331,1.616699,-0.911086629349,0.591994574174
1.633366,-0.34931946655,0.479599828752,1.633366,-0.22494507386,0.114557652795,1.633366,-0.765883989079,0.605969608823
1.650033,-0.34931946655,0.485421936301,1.650033,-0.254104620471,0.118549813423,1.650033,-0.640319410813,0.617688204856
1.6667,-0.358840951158,0.491323391142,1.6667,-0.312423713694,0.123270977296,1.6667,-0.533797801763,0.627472710647
1.683367,-0.358840951158,0.497304193275,1.683367,-0.351104744914,0.128800491705,1.683367,-0.436797677321,0.635561168072
1.700034,-0.368362435765,0.5033643427,1.700034,-0.380264291525,0.134895355571,1.700034,-0.388000068706,0.642434620088
1.716701,-0.378479013161,0.509588145914,1.716701,-0.399307260741,0.141391915101,1.716701,-0.36895709949,0.64874272265
1.733368,-0.358840951158,0.515732601837,1.733368,-0.408828745349,0.148126516508,1.733368,-0.349319037487,0.654728476837
1.750035,-0.339797981942,0.521554709386,1.750035,-0.389785776133,0.154781770623,1.750035,-0.330276068271,0.660391882651
1.766702,-0.339797981942,0.527218122351,1.766702,-0.389785776133,0.161278330154,1.766702,-0.204116397217,0.664845242262
1.783369,-0.34931946655,0.532960882608,1.783369,-0.399307260741,0.167854236977,1.783369,-0.15591388139,0.667845554589
1.800036,-0.34931946655,0.538782990157,1.800036,-0.408828745349,0.174588838383,1.800036,-0.233275943829,0.671088867997
1.816703,-0.378479013161,0.544848098788,1.816703,-0.428466807352,0.181566440872,1.816703,-0.213637881825,0.674813224363
1.83337,-0.388000497769,0.551235555792,1.83337,-0.43798829196,0.188787044442,1.83337,0.0184483054909,0.676439836698
1.850037,-0.388000497769,0.557702360088,1.850037,-0.43798829196,0.196086995304,1.850037,0.241608100987,0.674272656634
1.866704,-0.388000497769,0.564169164385,1.866704,-0.457626353964,0.203550599956,1.866704,0.144607976545,0.671054124952
1.883371,-0.397521982377,0.570715315973,1.883371,-0.47666932318,0.211336552981,1.883371,-0.145797303994,0.671064036212
1.900038,-0.407043466985,0.577420162145,1.900038,-0.505828869791,0.219524201672,1.900038,-0.097594788167,0.673092344213
1.916705,-0.417160044381,0.584288662107,1.916705,-0.554626478406,0.228361506317,1.916705,0.0964054607175,0.673102255473
1.933372,-0.426681528988,0.591320815859,1.933372,-0.554626478406,0.237605465832,1.933372,0.270767647598,0.670042418375
1.950039,-0.407043466985,0.598268663113,1.950039,-0.554626478406,0.246849425348,1.950039,0.318970163426,0.665127838326
1.966706,-0.388000497769,0.604894161993,1.966706,-0.554626478406,0.256093384863,1.966706,0.474289381091,0.658517209912
1.983373,-0.31063843533,0.610716269542,1.983373,-0.564147963014,0.265416691671,1.983373,0.667694537187,0.649000486929
2.00004,-0.174957279669,0.614762981433,2.00004,-0.564147963014,0.274819345771,2.00004,0.823013754853,0.636577669378
2.016707,-0.000595092787989,0.616225947129,2.016707,-0.564147963014,0.28422199987,2.016707,0.900375817291,0.622215802378
2.033374,0.173767094093,0.614782818256,2.033374,-0.593307509625,0.293867655051,2.033374,0.890854332683,0.607288585923
2.050041,0.318969734362,0.610676595896,2.050041,-0.583786025018,0.303676964022,2.050041,0.909897301899,0.592282022177
2.066708,0.415969858805,0.604551976796,2.066708,-0.573669447622,0.313322619203,2.066708,0.958099817726,0.57671506818
2.083375,0.493331921243,0.596974310412,2.083375,-0.564147963014,0.322804620595,2.083375,1.05509994217,0.559938067981
2.100042,0.503448498639,0.588667640783,2.100042,-0.554626478406,0.332127927403,2.100042,1.02594039556,0.542595718327
2.116709,0.580810561078,0.579631967909,2.116709,-0.554626478406,0.341371886918,2.116709,0.87121627068,0.526785763248
2.133376,0.590332045685,0.569872250996,2.133376,-0.564147963014,0.350695193726,2.133376,0.774216146237,0.513073552202
2.150043,0.600448623081,0.559948880293,2.150043,-0.583786025018,0.360261501615,2.150043,0.706375568407,0.500735041148
2.16671,0.57128907647,0.550184204173,2.16671,-0.564147963014,0.369827809504,2.16671,0.483810865699,0.490816622499
2.183377,0.600448623081,0.540419528054,2.183377,-0.564147963014,0.379230463604,2.183377,0.202927069768,0.485093691914
2.200044,0.590332045685,0.530496157351,2.200044,-0.564147963014,0.388633117703,2.200044,0.105926945325,0.482519856979
2.216711,0.57128907647,0.52081578773,2.216711,-0.554626478406,0.397956424511,2.216711,0.067245914106,0.481076720955
2.233378,0.551651014466,0.511457766482,2.233378,-0.54450990101,0.407116077529,2.233378,0.0862888833217,0.479797238721
2.250045,0.542129529858,0.502342746316,2.250045,-0.54450990101,0.416191424049,2.250045,0.173767523156,0.477630058658
2.266712,0.522491467855,0.493470727231,2.266712,-0.515945447187,0.425028728693,2.266712,0.232086616379,0.474247873186
2.283379,0.503448498639,0.48492105652,2.283379,-0.505828869791,0.433543684964,2.283379,0.241608100987,0.470300338259
2.300046,0.503448498639,0.476530080394,2.300046,-0.505828869791,0.441974334737,2.300046,0.289810616814,0.465871760374
2.316713,0.503448498639,0.468139104267,2.316713,-0.505828869791,0.450404984509,2.316713,0.338608225429,0.460634831952
2.33338,0.493331921243,0.459832434638,2.33338,-0.486785900575,0.458676939698,2.33338,0.338608225429,0.454991248659
2.350047,0.46476746742,0.451848113382,2.350047,-0.496307385183,0.466869547595,2.350047,0.328491648033,0.449431971863
2.366714,0.46476746742,0.444101834003,2.366714,-0.486785900575,0.475062155492,2.366714,0.445129834479,0.442984997239
2.383381,0.454650890024,0.436439861121,2.383381,-0.467147838572,0.483011762307,2.383381,0.40644880326,0.435888366661
2.400048,0.445129405416,0.428941542029,2.400048,-0.467147838572,0.490797715333,2.400048,0.328491648033,0.42976374041
2.416715,0.454650890024,0.421443222937,2.416715,-0.467147838572,0.498583668358,2.416715,0.367172679253,0.423966421739
2.433382,0.454650890024,0.413865556553,2.433382,-0.486785900575,0.506533275173,2.433382,0.377289256649,0.417762448196
2.450049,0.46476746742,0.406203583671,2.450049,-0.486785900575,0.514646535778,2.450049,0.173767523156,0.413170216522
2.466716,0.445129405416,0.398620958081,2.466716,-0.467147838572,0.522596142593,2.466716,-0.0684352415556,0.412292429953
2.483383,0.454650890024,0.391122638989,2.483383,-0.43798829196,0.530139094537,2.483383,0.0862888833217,0.412143646629
2.50005,0.4260864362,0.383783014481,2.50005,-0.448104869356,0.537523351897,2.50005,0.289810616814,0.409009421445
2.516717,0.396926889589,0.376924432931,2.516717,-0.448104869356,0.544991915754,2.516717,0.338608225429,0.403772493023
2.533384,0.386810312193,0.37039315896,2.533384,-0.467147838572,0.552619174196,2.533384,0.425491772476,0.39740486569
2.550051,0.377288827585,0.364025538778,2.550051,-0.496307385183,0.560648128303,2.550051,0.551651443529,0.3892618427
2.566718,0.377288827585,0.357737265889,2.566718,-0.505828869791,0.568999430784,2.566718,0.629013505968,0.379422771343
2.583385,0.348129280974,0.351691994081,2.583385,-0.496307385183,0.577350733265,2.583385,0.551651443529,0.369583699987
2.600052,0.348129280974,0.345889723355,2.600052,-0.534988416402,0.585945036827,2.600052,0.367172679253,0.361926679159
2.616719,0.348129280974,0.340087452629,2.616719,-0.515945447187,0.59470299418,2.616719,0.221970038983,0.357017058317
2.633386,0.338607796366,0.334364529195,2.633386,-0.496307385183,0.603138603158,2.633386,0.173767523156,0.353719179343
2.650053,0.338607796366,0.328720953053,2.650053,-0.467147838572,0.611167557265,2.650053,0.0184483054909,0.352117348735
2.66672,0.329086311758,0.323156724203,2.66672,-0.448104869356,0.618794815707,2.66672,-0.15591388139,0.353262918112
2.683387,0.318969734362,0.317756149143,2.683387,-0.428466807352,0.626099725775,2.683387,-0.213637881825,0.35634257773
2.700054,0.309448249754,0.312519227872,2.700054,-0.399307260741,0.632997980971,2.700054,-0.281478459656,0.360468629762
2.716721,0.309448249754,0.307361653894,2.716721,-0.380264291525,0.639494540502,2.716721,-0.523681224367,0.367178427989
2.733388,0.299926765147,0.302283427207,2.733388,-0.380264291525,0.645832405449,2.733388,-0.572478832983,0.376313277827
2.750055,0.290405280539,0.297363895104,2.750055,-0.360626229522,0.652006616606,2.750055,-0.310638006267,0.383672732007
2.766722,0.270767218535,0.292687364083,2.766722,-0.351104744914,0.657937826681,2.766722,-0.0589137569477,0.386752391625
2.783389,0.290405280539,0.288010833062,2.783389,-0.302307136299,0.663383034593,2.783389,0.221970038983,0.385393562099
2.800056,0.270767218535,0.283334302041,2.800056,-0.283264167083,0.66826289305,2.800056,0.454651319087,0.379754938012
2.816723,0.280288703143,0.278742077518,2.816723,-0.292785651691,0.673063404215,2.816723,0.493332350306,0.371854916103
2.83339,0.270767218535,0.274149852994,2.83339,-0.292785651691,0.677943262672,2.83339,0.590332474749,0.362824195283
2.850057,0.280288703143,0.269557628471,2.850057,-0.321945198302,0.68306612221,2.850057,0.561172928137,0.353228125008
2.866724,0.299926765147,0.264722402866,2.866724,-0.321945198302,0.68843198283,2.866724,0.396332225864,0.345248755807
2.883391,0.280288703143,0.259887177261,2.883391,-0.273742682475,0.693396147785,2.883391,0.212448554375,0.340175481175
2.900058,0.280288703143,0.255215605446,2.900058,-0.263626105079,0.697874310576,2.900058,0.0964054607175,0.33760164624
2.916725,0.270767218535,0.250623380923,2.916725,-0.244583135864,0.702109472285,2.916725,-0.194594912609,0.338419908038
2.933392,0.261245733927,0.246189850983,2.933392,-0.244583135864,0.706185939411,2.933392,-0.572478832983,0.344812317097
2.950059,0.270767218535,0.241756321044,2.950059,-0.244583135864,0.710262406536,2.950059,-0.814681597694,0.356372218546
2.966726,0.280288703143,0.237164096521,2.966726,-0.215423589252,0.71409587258,2.966726,-0.795043535691,0.369786862945
2.983393,0.290405280539,0.232408218208,2.983393,-0.205902104644,0.71760699025,2.983393,-0.843246051518,0.38343954922
3.00006,0.299926765147,0.227488686105,3.00006,-0.234466558468,0.721276802504,3.00006,-1.18244894067,0.400320678437
3.016727,0.299926765147,0.22248980671,3.016727,-0.244583135864,0.725268963132,3.016727,-1.25981100311,0.420673251679
3.033394,0.299926765147,0.217490927315,3.033394,-0.254104620471,0.729424777549,3.033394,-1.19256551807,0.441110131418
3.050061,0.299926765147,0.212492047921,3.050061,-0.215423589252,0.733337590885,3.050061,-0.911086629349,0.458640916588
3.066728,0.299926765147,0.207493168526,3.066728,-0.205902104644,0.736848708555,3.066728,-0.83372456691,0.473181300692
3.083395,0.299926765147,0.202494289131,3.083395,-0.195785527249,0.740196172435,3.083395,-0.882522175525,0.487483642921
3.100062,0.290405280539,0.197574757029,3.100062,-0.167221073425,0.743221287942,3.100062,-0.921203206744,0.502514988394
3.116729,0.270767218535,0.192898226008,3.116729,-0.127944949418,0.745681053993,3.116729,-0.950362753356,0.518111683322
3.133396,0.261245733927,0.188464696068,3.133396,-0.0797424335906,0.7474118168,3.133396,-0.950362753356,0.533951379332
3.150063,0.261245733927,0.184110513421,3.150063,-0.0119018557598,0.748175534485,3.150063,-1.00808675379,0.5502721183
3.16673,0.261245733927,0.179756330773,3.16673,0.0172576908517,0.748130901633,3.16673,-1.0372463004,0.567316901307
3.183397,0.280288703143,0.175243453542,3.183397,0.0363006600674,0.747684573116,3.183397,-0.998565269183,0.584282337022
3.200064,0.270767218535,0.170651229019,3.200064,0.0654602066788,0.746836548933,3.200064,-1.0372463004,0.601247772738
3.216731,0.290405280539,0.165974697998,3.216731,0.114257815294,0.745338868797,3.216731,-1.10508687823,0.619100906282
3.233398,0.280288703143,0.161218819685,3.233398,0.152938846513,0.743112185415,3.233398,-1.20208700268,0.638327739818
3.250065,0.261245733927,0.156705942453,3.250065,0.162460331121,0.740483806369,3.250065,-1.18244894067,0.658199270102
3.266732,0.270767218535,0.152272412514,3.266732,0.171981815729,0.737696732738,3.266732,-1.27944906511,0.678715497133
3.283399,0.270767218535,0.147759535283,3.283399,0.182098393125,0.734746005317,3.283399,-1.473449314,0.701656775776
3.300066,0.270767218535,0.143246658051,3.300066,0.171981815729,0.731795277897,3.300066,-1.54128989183,0.726780104947
3.316733,0.290405280539,0.13857012703,3.316733,0.191619877733,0.728765203184,3.316733,-1.41513022078,0.751417431956
3.3334,0.270767218535,0.133893596009,3.3334,0.162460331121,0.725814475764,3.3334,-1.19256551807,0.773148664396
3.350067,0.261245733927,0.12946006607,3.350067,0.13330078451,0.723349750507,3.350067,-1.00808675379,0.791487800103
3.366734,0.280288703143,0.124947188839,3.366734,0.114257815294,0.721286720915,3.366734,-0.921203206744,0.807565537989
3.383401,0.280288703143,0.120275617023,3.383401,0.13330078451,0.719223691324,3.383401,-0.950362753356,0.823162232918
3.400068,0.280288703143,0.115604045208,3.400068,0.152938846513,0.716838313359,3.400068,-0.950362753356,0.839001928928
3.416735,0.290405280539,0.110848166895,3.416735,0.182098393125,0.714046280522,3.416735,-0.989043784575,0.855163973312
3.433402,0.290405280539,0.106007982084,3.433402,0.171981815729,0.711095553102,3.433402,-1.07592733162,0.872372410109
3.450069,0.290405280539,0.101167797274,3.450069,0.162460331121,0.708308479471,3.450069,-1.10508687823,0.890547892026
3.466736,0.290405280539,0.0963276124629,3.466736,0.152938846513,0.705680100424,3.466736,-1.0176082384,0.908237371781
3.483403,0.299926765147,0.0914080803602,3.483403,0.162460331121,0.703051721377,3.483403,-0.911086629349,0.924310150461
3.50007,0.299926765147,0.0864092009655,3.50007,0.162460331121,0.700343995039,3.50007,-0.795043535691,0.938528186191
3.516737,0.309448249754,0.0813309742788,3.516737,0.191619877733,0.697393267618,3.516737,-0.601043286806,0.950162475727
3.533404,0.299926765147,0.0762527475922,3.533404,0.230300908952,0.693877190742,3.533404,-0.378478584098,0.958325321238
3.550071,0.299926765147,0.0712538681975,3.550071,0.259460455563,0.689795764411,3.550071,-0.271956975048,0.96374572597
3.566738,0.309448249754,0.0661756415108,3.566738,0.268981940171,0.685391989706,3.566738,-0.310638006267,0.968600781247
3.583405,0.309448249754,0.0610180675321,3.583405,0.278503424779,0.680829520417,3.583405,-0.436797677321,0.974829536516
3.600072,0.318969734362,0.0557811462615,3.600072,0.288620002175,0.676103397339,3.600072,-0.339797552879,0.981301292867
3.616739,0.318969734362,0.0504648776989,3.616739,0.268981940171,0.671456621552,3.616739,-0.174956850606,0.985590998688
3.633406,0.318969734362,0.0451486091363,3.633406,0.288620002175,0.666809845766,3.633406,-0.194594912609,0.988670658307
3.650073,0.309448249754,0.0399116878656,3.650073,0.278503424779,0.662083722687,3.650073,-0.485000193148,0.994334064121
3.66674,0.309448249754,0.034754113887,3.66674,0.259460455563,0.65760060069,3.66674,-0.756362504471,1.00467896016
3.683407,0.309448249754,0.0295965399083,3.683407,0.259460455563,0.653276173278,3.683407,-0.814681597694,1.01777125619
3.700074,0.299926765147,0.0245183132216,3.700074,0.268981940171,0.648872398573,3.700074,-0.717681473252,1.03054120384
3.716741,0.299926765147,0.0195194338269,3.716741,0.259460455563,0.644468623868,3.716741,-0.785522051083,1.04306815041
3.733408,0.299926765147,0.0145205544322,3.733408,0.249343878168,0.640228502953,3.733408,-0.83372456691,1.0565621421
3.750075,0.299926765147,0.00952167503752,3.750075,0.249343878168,0.636072688535,3.750075,-0.814681597694,1.07029913487
3.766742,0.290405280539,0.0046021429348,3.766742,0.23982239356,0.63199622141,3.766742,-0.775405473687,1.08355012548
